"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50142276","PANERA BREAD","Bronx","340","BAYCHESTER AVENUE","10475","7188622585","Sandwiches","2023-12-21T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","25",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.867773028994","-73.831245708274","210","12","046201","2102454","2051410035","BX13"
"50107564","FRIEDMAN'S / PICK A BAGEL","Manhattan","35","WEST END AVENUE","10023","2127670285","American","2023-02-10T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","31",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.773021666129","-73.989432274959","107","06","015100","1087719","1011710063","MN14"
"50018303","DUNKIN'","Manhattan","206","WEST  104 STREET","10025","2122224738","Donuts","2022-10-11T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","14",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.799281956047","-73.967052625573","107","07","019100","1056566","1018750036","MN12"
"50105771","USA BROOKLYN DELICATESSEN","Manhattan","200","WEST   57 STREET","10019","6469271604","Sandwiches","2024-05-03T00:00:00.000","Violations were cited in the following area(s).","03I","Juice packaged on premises with no or incomplete label, no warning statement","Critical","10","A","2024-05-03T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.765620601665","-73.980314527962","105","04","013700","1024896","1010280033","MN17"
"50070991","AMY'S BREAD","Manhattan","1220","5 AVENUE","10029","9174923478","Bakery Products/Desserts","2024-05-09T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","16",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.792431431008","-73.952447568724","111","08","016800","1074157","1016090001","MN33"
"50129730","LINCOLN FRIED CHICKEN","Bronx","1635","WESTCHESTER AVENUE","10472","7182246030","Chicken","2025-02-10T00:00:00.000","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Re-inspection","40.829654146463","-73.874087074478","209","18","006200","2087022","2037780003","BX08"
"50156912","TASTY HOME RESTAURANT INC","Queens","13349","ROOSEVELT AVE","11354","7185877727","Chinese","2025-09-18T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot TCS food item not held at or above 140 °F.","Critical","50",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Compliance Inspection","40.758728832227","-73.83256984257","407","20","087100","4311708","4049730045","QN22"
"50141007","BABY LUC'S","Brooklyn","387","COURT STREET","11231","7185048181","Pizza","2023-09-25T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","48",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.680128256431","-73.996960664511","306","39","007700","3007780","3004590004","BK33"
"50106261","HAPPY LAMB","Queens","13659","37TH AVE","11354","7187628881","Chinese","2025-06-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","27",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.761973871751","-73.829338071722","407","20","086900","4112365","4049770082","QN22"
"50046273","BREADS BAKERY","Manhattan","1890","BROADWAY","10023","2126971463","Bakery Products/Desserts","2023-02-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","37",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.770975920161","-73.982139759517","107","06","014900","1027463","1011157503","MN14"
"50113259","YIN JI CHANG FEN FLUSHING","Queens","3812","PRINCE ST","11354","7186379338","Chinese","2024-11-13T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","13","A","2024-11-13T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.760043558664","-73.832559305539","407","20","087100","4439967","4049720152","QN22"
"41383441","RUDDY AND DEAN","Staten Island","44","RICHMOND TERRACE","10301","7188164400","American","2024-07-08T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","46",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.643923852641","-74.07646810838","501","49","000300","5000070","5000070080","SI22"
"40376290","KING'S ARMS RESTAURANT","Staten Island","500","FOREST AVENUE","10310","7184480326","American","2023-11-01T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","32",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.630436247754","-74.106988972394","501","49","012100","5007359","5002750045","SI35"
"40925259","CAFE LUNA","Staten Island","31","PAGE AVENUE","10309","7182278582","Italian","2022-12-07T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","26",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.522986852815","-74.234894006024","503","51","022600","5155353","5075780058","SI11"
"50092650","JACKDAW","Manhattan","213","2 AVENUE","10003","2125079333","American","2022-05-24T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","2022-05-24T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.731819619144","-73.985336324858","103","02","004000","1006911","1004690037","MN22"
"50165240","ALEX CAFE & DELI","Manhattan","421","EAST   72 STREET","10021","2013148542","Sandwiches","2025-04-30T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","22","N",,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.767381087223","-73.954988999253","108","05","012400","1077232","1014670015","MN31"
"50131480","HIDDEN GROUNDS","Brooklyn","400","UNION AVENUE","11211","8322750678","Coffee/Tea","2024-06-25T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","25",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.712286697923","-73.95132543479","301","34","051300","3069126","3027730008","BK73"
"50011097","OSCAR'S PLACE","Manhattan","466","HUDSON STREET","10014","2127416479","English","2024-05-29T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","4","A","2024-05-29T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.731825856707","-74.006588551482","102","03","007300","1083517","1005850001","MN23"
"50132993","HARLEM HOPS CHELSEA","Manhattan","25","11 AVENUE","10011","9174689957","American","2023-03-13T00:00:00.000","Violations were cited in the following area(s).","05H","No approved written standard operating procedure for avoiding contamination by refillable returnable containers.","Critical","97",,,"2025-10-14T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.743081996014","-74.008650293747","104","03","009900","1012253","1006620003","MN13"
"50122796","DILBAR INDIAN CUISINE","Queens","24808","UNION TPKE","11426","6465002057","Indian","2024-12-09T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","33",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.742412892085","-73.72179271961","413","23","157101","4174405","4085610001","QN43"
"50091503","KOLKATA CHAI CO.","Manhattan","199","EAST    3 STREET","10009","6468923023","Coffee/Tea","2023-01-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","17","B","2023-01-10T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.722893388231","-73.983483937272","103","02","003200","1004999","1003990038","MN22"
"50112225","UBANI","Manhattan","37A","BEDFORD STREET","10014","6466785595","Eastern European","2025-05-19T00:00:00.000","Violations were cited in the following area(s).","19-05","Providing single-use plastic stirrers or single-use plastic splash sticks.","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.729767405059","-74.003918370771","102","03","006700","1008408","1005280076","MN23"
"50123449","TIGER SUGAR","Queens","9015","QUEENS BLVD","11373","3478084778","Coffee/Tea","2023-09-14T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2023-09-14T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.733840182011","-73.871577033806","404","25","068300","4045999","4018600100","QN29"
"40858719","BAR TOTO","Brooklyn","411","11 STREET","11215","7187684698","Italian","2024-09-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","9","A","2024-09-11T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.666622948887","-73.984503620897","306","39","015100","3022746","3010180086","BK37"
"50068320","PIPPALI","Manhattan","129","EAST   27 STREET","10016","2126891999","Indian","2022-07-27T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","0",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.742153363565","-73.983208488188","105","02","006800","1018165","1008830018","MN21"
